t_log_iso,t_seconds,src,peer,commodity_id,enc,dec,ack_pending,emit_total,observed_keys_per_s,sdn_rate_keys_per_s,fill_ratio
2026-05-19T05:53:16.178937,0.051268,dkms-940,dkms-943,dkms-940->dkms-943,0,0,0,0,0.0,83.1,0.000000
2026-05-19T05:53:21.178891,5.051222,dkms-940,dkms-943,dkms-940->dkms-943,0,0,0,0,0.0,83.1,0.000000
2026-05-19T05:53:26.179450,10.051781,dkms-940,dkms-943,dkms-940->dkms-943,42,51,8,42,8.4,83.1,0.000641
2026-05-19T05:53:31.179366,15.051697,dkms-940,dkms-943,dkms-940->dkms-943,462,482,0,462,84.0,83.1,0.007050
2026-05-19T05:53:36.179337,20.051668,dkms-940,dkms-943,dkms-940->dkms-943,873,903,9,873,82.2,83.1,0.013321
2026-05-19T05:53:41.179032,25.051363,dkms-940,dkms-943,dkms-940->dkms-943,1294,1334,0,1294,84.2,83.1,0.019745
2026-05-19T05:53:46.179309,30.051640,dkms-940,dkms-943,dkms-940->dkms-943,1706,1756,8,1706,82.4,83.1,0.026031
2026-05-19T05:53:51.179429,35.051760,dkms-940,dkms-943,dkms-940->dkms-943,2126,2186,0,2126,84.0,83.1,0.032440
2026-05-19T05:53:56.178960,40.051291,dkms-940,dkms-943,dkms-940->dkms-943,2538,2608,8,2538,82.4,83.1,0.038727
2026-05-19T05:54:01.179745,45.052076,dkms-940,dkms-943,dkms-940->dkms-943,2958,3038,0,2958,84.0,83.1,0.045135
2026-05-19T05:54:06.178786,50.051117,dkms-940,dkms-943,dkms-940->dkms-943,3378,3467,9,3378,84.0,87.5,0.051544
2026-05-19T05:54:11.179400,55.051731,dkms-940,dkms-943,dkms-940->dkms-943,3820,3912,0,3820,88.4,87.5,0.058289
2026-05-19T05:54:16.178786,60.051117,dkms-940,dkms-943,dkms-940->dkms-943,4253,4365,0,4253,86.6,87.3,0.064896
2026-05-19T05:54:21.179526,65.051857,dkms-940,dkms-943,dkms-940->dkms-943,4692,4808,3,4692,87.8,87.3,0.071594
2026-05-19T05:54:26.179489,70.051820,dkms-940,dkms-943,dkms-940->dkms-943,5130,5275,0,5130,87.6,88.9,0.078278
2026-05-19T05:54:31.179548,75.051879,dkms-940,dkms-943,dkms-940->dkms-943,5569,5735,9,5569,87.8,87.4,0.084976
2026-05-19T05:54:36.178847,80.051178,dkms-940,dkms-943,dkms-940->dkms-943,6028,6246,0,6028,91.8,92.9,0.091980
2026-05-19T05:54:41.179714,85.052045,dkms-940,dkms-943,dkms-940->dkms-943,6538,6602,11,6538,102.0,109.1,0.099762
2026-05-19T05:54:46.179770,90.052101,dkms-940,dkms-943,dkms-940->dkms-943,6719,6669,0,6719,36.2,11.7,0.102524
2026-05-19T05:54:51.179654,95.051985,dkms-940,dkms-943,dkms-940->dkms-943,6794,6751,1,6794,15.0,17.4,0.103668
2026-05-19T05:54:56.179162,100.051493,dkms-940,dkms-943,dkms-940->dkms-943,6913,6878,0,6913,23.8,29.3,0.105484
2026-05-19T05:55:01.179081,105.051412,dkms-940,dkms-943,dkms-940->dkms-943,7263,7202,9,7263,70.0,83.6,0.110825
2026-05-19T05:55:06.178955,110.051286,dkms-940,dkms-943,dkms-940->dkms-943,7627,7570,0,7627,72.8,71.4,0.116379
2026-05-19T05:55:11.179310,115.051641,dkms-940,dkms-943,dkms-940->dkms-943,7980,7929,7,7980,70.6,71.4,0.121765
2026-05-19T05:55:16.178834,120.051165,dkms-940,dkms-943,dkms-940->dkms-943,8340,8295,0,8340,72.0,71.4,0.127258
2026-05-19T05:55:21.179131,125.051462,dkms-940,dkms-943,dkms-940->dkms-943,8694,8654,7,8694,70.8,71.4,0.132660
2026-05-19T05:55:26.179029,130.051360,dkms-940,dkms-943,dkms-940->dkms-943,9055,9014,0,9055,72.2,71.4,0.138168
2026-05-19T05:55:31.178801,135.051132,dkms-940,dkms-943,dkms-940->dkms-943,9408,9380,7,9408,70.6,71.4,0.143555
2026-05-19T05:55:36.178768,140.051099,dkms-940,dkms-943,dkms-940->dkms-943,9769,9739,0,9769,72.2,71.4,0.149063
2026-05-19T05:55:41.178798,145.051129,dkms-940,dkms-943,dkms-940->dkms-943,10122,10106,8,10122,70.6,71.4,0.154449
2026-05-19T05:55:46.178957,150.051288,dkms-940,dkms-943,dkms-940->dkms-943,10483,10465,0,10483,72.2,71.4,0.159958
2026-05-19T05:55:51.178868,155.051199,dkms-940,dkms-943,dkms-940->dkms-943,10837,10832,0,10837,70.8,71.4,0.165359
2026-05-19T05:55:56.178811,160.051142,dkms-940,dkms-943,dkms-940->dkms-943,11189,11182,0,11189,70.4,68.2,0.170731
2026-05-19T05:56:01.179785,165.052116,dkms-940,dkms-943,dkms-940->dkms-943,11535,11544,0,11535,69.2,85.2,0.176010
2026-05-19T05:56:06.179771,170.052102,dkms-940,dkms-943,dkms-940->dkms-943,11936,11943,8,11936,80.2,79.6,0.182129
2026-05-19T05:56:11.179173,175.051504,dkms-940,dkms-943,dkms-940->dkms-943,12305,12312,0,12305,73.8,64.8,0.187759
2026-05-19T05:56:16.179651,180.051982,dkms-940,dkms-943,dkms-940->dkms-943,12715,12738,8,12715,82.0,83.8,0.194016
