commodity_id,src,peer,theory_rate_kps,theory_t_saturate_seconds
dkms-1054->dkms-1057,dkms-1054,dkms-1057,79.432823,825.049358
dkms-1054->dkms-1060,dkms-1054,dkms-1060,79.432823,825.049358
dkms-1054->dkms-1063,dkms-1054,dkms-1063,291.253686,225.013461
dkms-1054->dkms-1066,dkms-1054,dkms-1066,79.432823,825.049358
dkms-1054->dkms-1069,dkms-1054,dkms-1069,79.432823,825.049358
dkms-1054->dkms-1072,dkms-1054,dkms-1072,185.343255,353.592582
dkms-1054->dkms-1075,dkms-1054,dkms-1075,79.432823,825.049358
dkms-1054->dkms-1078,dkms-1054,dkms-1078,79.432823,825.049358
dkms-1057->dkms-1054,dkms-1057,dkms-1054,79.432823,825.049358
dkms-1057->dkms-1060,dkms-1057,dkms-1060,79.432823,825.049358
dkms-1057->dkms-1063,dkms-1057,dkms-1063,79.432823,825.049358
dkms-1057->dkms-1066,dkms-1057,dkms-1066,291.253686,225.013461
dkms-1057->dkms-1069,dkms-1057,dkms-1069,79.432823,825.049358
dkms-1057->dkms-1072,dkms-1057,dkms-1072,79.432823,825.049358
dkms-1057->dkms-1075,dkms-1057,dkms-1075,185.343255,353.592582
dkms-1057->dkms-1078,dkms-1057,dkms-1078,79.432823,825.049358
dkms-1060->dkms-1054,dkms-1060,dkms-1054,79.432823,825.049358
dkms-1060->dkms-1057,dkms-1060,dkms-1057,79.432823,825.049358
dkms-1060->dkms-1063,dkms-1060,dkms-1063,79.432823,825.049358
dkms-1060->dkms-1066,dkms-1060,dkms-1066,79.432823,825.049358
dkms-1060->dkms-1069,dkms-1060,dkms-1069,291.253686,225.013461
dkms-1060->dkms-1072,dkms-1060,dkms-1072,79.432823,825.049358
dkms-1060->dkms-1075,dkms-1060,dkms-1075,79.432823,825.049358
dkms-1060->dkms-1078,dkms-1060,dkms-1078,185.343255,353.592582
dkms-1063->dkms-1054,dkms-1063,dkms-1054,291.253686,225.013461
dkms-1063->dkms-1057,dkms-1063,dkms-1057,79.432823,825.049358
dkms-1063->dkms-1060,dkms-1063,dkms-1060,79.432823,825.049358
dkms-1063->dkms-1066,dkms-1063,dkms-1066,132.388039,495.029615
dkms-1063->dkms-1069,dkms-1063,dkms-1069,132.388039,495.029615
dkms-1063->dkms-1072,dkms-1063,dkms-1072,185.343255,353.592582
dkms-1063->dkms-1075,dkms-1063,dkms-1075,132.388039,495.029615
dkms-1063->dkms-1078,dkms-1063,dkms-1078,132.388039,495.029615
dkms-1066->dkms-1054,dkms-1066,dkms-1054,79.432823,825.049358
dkms-1066->dkms-1057,dkms-1066,dkms-1057,291.253686,225.013461
dkms-1066->dkms-1060,dkms-1066,dkms-1060,79.432823,825.049358
dkms-1066->dkms-1063,dkms-1066,dkms-1063,132.388039,495.029615
dkms-1066->dkms-1069,dkms-1066,dkms-1069,132.388039,495.029615
dkms-1066->dkms-1072,dkms-1066,dkms-1072,132.388039,495.029615
dkms-1066->dkms-1075,dkms-1066,dkms-1075,185.343255,353.592582
dkms-1066->dkms-1078,dkms-1066,dkms-1078,132.388039,495.029615
dkms-1069->dkms-1054,dkms-1069,dkms-1054,79.432823,825.049358
dkms-1069->dkms-1057,dkms-1069,dkms-1057,79.432823,825.049358
dkms-1069->dkms-1060,dkms-1069,dkms-1060,291.253686,225.013461
dkms-1069->dkms-1063,dkms-1069,dkms-1063,132.388039,495.029615
dkms-1069->dkms-1066,dkms-1069,dkms-1066,132.388039,495.029615
dkms-1069->dkms-1072,dkms-1069,dkms-1072,132.388039,495.029615
dkms-1069->dkms-1075,dkms-1069,dkms-1075,132.388039,495.029615
dkms-1069->dkms-1078,dkms-1069,dkms-1078,185.343255,353.592582
dkms-1072->dkms-1054,dkms-1072,dkms-1054,185.343255,353.592582
dkms-1072->dkms-1057,dkms-1072,dkms-1057,79.432823,825.049358
dkms-1072->dkms-1060,dkms-1072,dkms-1060,79.432823,825.049358
dkms-1072->dkms-1063,dkms-1072,dkms-1063,185.343255,353.592582
dkms-1072->dkms-1066,dkms-1072,dkms-1066,132.388039,495.029615
dkms-1072->dkms-1069,dkms-1072,dkms-1069,132.388039,495.029615
dkms-1072->dkms-1075,dkms-1072,dkms-1075,397.164117,165.009872
dkms-1072->dkms-1078,dkms-1072,dkms-1078,397.164117,165.009872
dkms-1075->dkms-1054,dkms-1075,dkms-1054,79.432823,825.049358
dkms-1075->dkms-1057,dkms-1075,dkms-1057,185.343255,353.592582
dkms-1075->dkms-1060,dkms-1075,dkms-1060,79.432823,825.049358
dkms-1075->dkms-1063,dkms-1075,dkms-1063,132.388039,495.029615
dkms-1075->dkms-1066,dkms-1075,dkms-1066,185.343255,353.592582
dkms-1075->dkms-1069,dkms-1075,dkms-1069,132.388039,495.029615
dkms-1075->dkms-1072,dkms-1075,dkms-1072,397.164117,165.009872
dkms-1075->dkms-1078,dkms-1075,dkms-1078,397.164117,165.009872
dkms-1078->dkms-1054,dkms-1078,dkms-1054,79.432823,825.049358
dkms-1078->dkms-1057,dkms-1078,dkms-1057,79.432823,825.049358
dkms-1078->dkms-1060,dkms-1078,dkms-1060,185.343255,353.592582
dkms-1078->dkms-1063,dkms-1078,dkms-1063,132.388039,495.029615
dkms-1078->dkms-1066,dkms-1078,dkms-1066,132.388039,495.029615
dkms-1078->dkms-1069,dkms-1078,dkms-1069,185.343255,353.592582
dkms-1078->dkms-1072,dkms-1078,dkms-1072,397.164117,165.009872
dkms-1078->dkms-1075,dkms-1078,dkms-1075,397.164117,165.009872
