commodity_id,src,peer,theory_rate_kps,theory_t_saturate_seconds
dkms-764->dkms-767,dkms-764,dkms-767,28.280074,2317.391383
dkms-764->dkms-770,dkms-764,dkms-770,51.410245,1274.765381
dkms-764->dkms-773,dkms-764,dkms-773,51.410245,1274.765381
dkms-764->dkms-776,dkms-764,dkms-776,22.375443,2928.925220
dkms-764->dkms-779,dkms-764,dkms-779,51.410245,1274.765381
dkms-764->dkms-782,dkms-764,dkms-782,22.375443,2928.925220
dkms-764->dkms-785,dkms-764,dkms-785,51.410245,1274.765381
dkms-764->dkms-788,dkms-764,dkms-788,22.375443,2928.925220
dkms-764->dkms-791,dkms-764,dkms-791,94.080459,696.595240
dkms-764->dkms-794,dkms-764,dkms-794,94.080459,696.595240
dkms-764->dkms-797,dkms-764,dkms-797,28.280074,2317.391383
dkms-764->dkms-800,dkms-764,dkms-800,61.695253,1062.253522
dkms-764->dkms-803,dkms-764,dkms-803,61.695253,1062.253522
dkms-764->dkms-806,dkms-764,dkms-806,119.503414,548.402741
dkms-764->dkms-809,dkms-764,dkms-809,51.410245,1274.765381
dkms-764->dkms-812,dkms-764,dkms-812,61.695253,1062.253522
dkms-764->dkms-815,dkms-764,dkms-815,61.695253,1062.253522
dkms-764->dkms-818,dkms-764,dkms-818,28.280074,2317.391383
dkms-764->dkms-821,dkms-764,dkms-821,51.410245,1274.765381
dkms-767->dkms-764,dkms-767,dkms-764,28.280074,2317.391383
dkms-767->dkms-770,dkms-767,dkms-770,28.280074,2317.391383
dkms-767->dkms-773,dkms-767,dkms-773,28.280074,2317.391383
dkms-767->dkms-776,dkms-767,dkms-776,25.690324,2550.999386
dkms-767->dkms-779,dkms-767,dkms-779,28.280074,2317.391383
dkms-767->dkms-782,dkms-767,dkms-782,25.690324,2550.999386
dkms-767->dkms-785,dkms-767,dkms-785,25.690324,2550.999386
dkms-767->dkms-788,dkms-767,dkms-788,25.690324,2550.999386
dkms-767->dkms-791,dkms-767,dkms-791,22.375443,2928.925220
dkms-767->dkms-794,dkms-767,dkms-794,28.280074,2317.391383
dkms-767->dkms-797,dkms-767,dkms-797,341.847049,191.711469
dkms-767->dkms-800,dkms-767,dkms-800,25.690324,2550.999386
dkms-767->dkms-803,dkms-767,dkms-803,28.280074,2317.391383
dkms-767->dkms-806,dkms-767,dkms-806,28.280074,2317.391383
dkms-767->dkms-809,dkms-767,dkms-809,28.280074,2317.391383
dkms-767->dkms-812,dkms-767,dkms-812,25.690324,2550.999386
dkms-767->dkms-815,dkms-767,dkms-815,25.690324,2550.999386
dkms-767->dkms-818,dkms-767,dkms-818,794.328235,82.504936
dkms-767->dkms-821,dkms-767,dkms-821,28.280074,2317.391383
dkms-770->dkms-764,dkms-770,dkms-764,65.344763,1002.926590
dkms-770->dkms-767,dkms-770,dkms-767,28.280074,2317.391383
dkms-770->dkms-773,dkms-770,dkms-773,90.954565,720.535574
dkms-770->dkms-776,dkms-770,dkms-776,22.375443,2928.925220
dkms-770->dkms-779,dkms-770,dkms-779,65.165437,1005.686490
dkms-770->dkms-782,dkms-770,dkms-782,22.375443,2928.925220
dkms-770->dkms-785,dkms-770,dkms-785,22.375443,2928.925220
dkms-770->dkms-788,dkms-770,dkms-788,22.375443,2928.925220
dkms-770->dkms-791,dkms-770,dkms-791,65.344763,1002.926590
dkms-770->dkms-794,dkms-770,dkms-794,65.344763,1002.926590
dkms-770->dkms-797,dkms-770,dkms-797,28.280074,2317.391383
dkms-770->dkms-800,dkms-770,dkms-800,22.375443,2928.925220
dkms-770->dkms-803,dkms-770,dkms-803,61.695253,1062.253522
dkms-770->dkms-806,dkms-770,dkms-806,65.344763,1002.926590
dkms-770->dkms-809,dkms-770,dkms-809,63.556702,1031.142233
dkms-770->dkms-812,dkms-770,dkms-812,22.375443,2928.925220
dkms-770->dkms-815,dkms-770,dkms-815,22.375443,2928.925220
dkms-770->dkms-818,dkms-770,dkms-818,28.280074,2317.391383
dkms-770->dkms-821,dkms-770,dkms-821,90.954565,720.535574
dkms-773->dkms-764,dkms-773,dkms-764,51.410245,1274.765381
dkms-773->dkms-767,dkms-773,dkms-767,28.280074,2317.391383
dkms-773->dkms-770,dkms-773,dkms-770,90.954565,720.535574
dkms-773->dkms-776,dkms-773,dkms-776,25.690324,2550.999386
dkms-773->dkms-779,dkms-773,dkms-779,65.165437,1005.686490
dkms-773->dkms-782,dkms-773,dkms-782,25.690324,2550.999386
dkms-773->dkms-785,dkms-773,dkms-785,65.165437,1005.686490
dkms-773->dkms-788,dkms-773,dkms-788,25.690324,2550.999386
dkms-773->dkms-791,dkms-773,dkms-791,51.410245,1274.765381
dkms-773->dkms-794,dkms-773,dkms-794,65.165437,1005.686490
dkms-773->dkms-797,dkms-773,dkms-797,28.280074,2317.391383
dkms-773->dkms-800,dkms-773,dkms-800,25.690324,2550.999386
dkms-773->dkms-803,dkms-773,dkms-803,51.410245,1274.765381
dkms-773->dkms-806,dkms-773,dkms-806,51.410245,1274.765381
dkms-773->dkms-809,dkms-773,dkms-809,63.556702,1031.142233
dkms-773->dkms-812,dkms-773,dkms-812,25.690324,2550.999386
dkms-773->dkms-815,dkms-773,dkms-815,65.165437,1005.686490
dkms-773->dkms-818,dkms-773,dkms-818,28.280074,2317.391383
