t_log_iso,t_seconds,src,peer,commodity_id,enc,dec,ack_pending,emit_total,observed_keys_per_s,sdn_rate_keys_per_s,fill_ratio
2026-05-19T00:20:11.120522,0.427109,dkms-764,dkms-767,dkms-764->dkms-767,0,0,0,0,0.0,20.5,0.000000
2026-05-19T00:20:16.119792,5.426379,dkms-764,dkms-767,dkms-764->dkms-767,0,0,0,0,0.0,20.5,0.000000
2026-05-19T00:20:21.119730,10.426317,dkms-764,dkms-767,dkms-764->dkms-767,60,63,3,60,12.0,20.5,0.000916
2026-05-19T00:20:26.120268,15.426855,dkms-764,dkms-767,dkms-764->dkms-767,164,164,0,164,20.8,20.5,0.002502
2026-05-19T00:20:31.120565,20.427152,dkms-764,dkms-767,dkms-764->dkms-767,266,268,2,266,20.4,20.5,0.004059
2026-05-19T00:20:36.120070,25.426657,dkms-764,dkms-767,dkms-764->dkms-767,370,370,0,370,20.8,20.5,0.005646
2026-05-19T00:20:41.120308,30.426895,dkms-764,dkms-767,dkms-764->dkms-767,471,473,2,471,20.2,20.5,0.007187
2026-05-19T00:20:46.119958,35.426545,dkms-764,dkms-767,dkms-764->dkms-767,575,575,0,575,20.8,20.5,0.008774
2026-05-19T00:20:51.119842,40.426429,dkms-764,dkms-767,dkms-764->dkms-767,676,679,3,676,20.2,20.5,0.010315
2026-05-19T00:20:56.119574,45.426161,dkms-764,dkms-767,dkms-764->dkms-767,780,780,0,780,20.8,20.5,0.011902
2026-05-19T00:21:01.119649,50.426236,dkms-764,dkms-767,dkms-764->dkms-767,882,882,2,882,20.4,20.5,0.013458
2026-05-19T00:21:06.119614,55.426201,dkms-764,dkms-767,dkms-764->dkms-767,986,986,0,986,20.8,20.5,0.015045
2026-05-19T00:21:11.119687,60.426274,dkms-764,dkms-767,dkms-764->dkms-767,1087,1087,2,1087,20.2,20.5,0.016586
2026-05-19T00:21:16.120089,65.426676,dkms-764,dkms-767,dkms-764->dkms-767,1191,1191,0,1191,20.8,20.5,0.018173
2026-05-19T00:21:21.119649,70.426236,dkms-764,dkms-767,dkms-764->dkms-767,1293,1295,2,1293,20.4,20.5,0.019730
2026-05-19T00:21:26.119587,75.426174,dkms-764,dkms-767,dkms-764->dkms-767,1396,1396,0,1396,20.6,20.5,0.021301
2026-05-19T00:21:31.120356,80.426943,dkms-764,dkms-767,dkms-764->dkms-767,1498,1498,2,1498,20.4,20.5,0.022858
