commodity_id,src,peer,theory_rate_kps,theory_t_saturate_seconds
dkms-850->dkms-853,dkms-850,dkms-853,79.432823,825.049358
dkms-850->dkms-856,dkms-850,dkms-856,79.432823,825.049358
dkms-850->dkms-859,dkms-850,dkms-859,291.253686,225.013461
dkms-850->dkms-862,dkms-850,dkms-862,79.432823,825.049358
dkms-850->dkms-865,dkms-850,dkms-865,79.432823,825.049358
dkms-850->dkms-868,dkms-850,dkms-868,185.343255,353.592582
dkms-850->dkms-871,dkms-850,dkms-871,79.432823,825.049358
dkms-850->dkms-874,dkms-850,dkms-874,79.432823,825.049358
dkms-853->dkms-850,dkms-853,dkms-850,79.432823,825.049358
dkms-853->dkms-856,dkms-853,dkms-856,79.432823,825.049358
dkms-853->dkms-859,dkms-853,dkms-859,79.432823,825.049358
dkms-853->dkms-862,dkms-853,dkms-862,291.253686,225.013461
dkms-853->dkms-865,dkms-853,dkms-865,79.432823,825.049358
dkms-853->dkms-868,dkms-853,dkms-868,79.432823,825.049358
dkms-853->dkms-871,dkms-853,dkms-871,185.343255,353.592582
dkms-853->dkms-874,dkms-853,dkms-874,79.432823,825.049358
dkms-856->dkms-850,dkms-856,dkms-850,79.432823,825.049358
dkms-856->dkms-853,dkms-856,dkms-853,79.432823,825.049358
dkms-856->dkms-859,dkms-856,dkms-859,79.432823,825.049358
dkms-856->dkms-862,dkms-856,dkms-862,79.432823,825.049358
dkms-856->dkms-865,dkms-856,dkms-865,291.253686,225.013461
dkms-856->dkms-868,dkms-856,dkms-868,79.432823,825.049358
dkms-856->dkms-871,dkms-856,dkms-871,79.432823,825.049358
dkms-856->dkms-874,dkms-856,dkms-874,185.343255,353.592582
dkms-859->dkms-850,dkms-859,dkms-850,291.253686,225.013461
dkms-859->dkms-853,dkms-859,dkms-853,79.432823,825.049358
dkms-859->dkms-856,dkms-859,dkms-856,79.432823,825.049358
dkms-859->dkms-862,dkms-859,dkms-862,132.388039,495.029615
dkms-859->dkms-865,dkms-859,dkms-865,132.388039,495.029615
dkms-859->dkms-868,dkms-859,dkms-868,185.343255,353.592582
dkms-859->dkms-871,dkms-859,dkms-871,132.388039,495.029615
dkms-859->dkms-874,dkms-859,dkms-874,132.388039,495.029615
dkms-862->dkms-850,dkms-862,dkms-850,79.432823,825.049358
dkms-862->dkms-853,dkms-862,dkms-853,291.253686,225.013461
dkms-862->dkms-856,dkms-862,dkms-856,79.432823,825.049358
dkms-862->dkms-859,dkms-862,dkms-859,132.388039,495.029615
dkms-862->dkms-865,dkms-862,dkms-865,132.388039,495.029615
dkms-862->dkms-868,dkms-862,dkms-868,132.388039,495.029615
dkms-862->dkms-871,dkms-862,dkms-871,185.343255,353.592582
dkms-862->dkms-874,dkms-862,dkms-874,132.388039,495.029615
dkms-865->dkms-850,dkms-865,dkms-850,79.432823,825.049358
dkms-865->dkms-853,dkms-865,dkms-853,79.432823,825.049358
dkms-865->dkms-856,dkms-865,dkms-856,291.253686,225.013461
dkms-865->dkms-859,dkms-865,dkms-859,132.388039,495.029615
dkms-865->dkms-862,dkms-865,dkms-862,132.388039,495.029615
dkms-865->dkms-868,dkms-865,dkms-868,132.388039,495.029615
dkms-865->dkms-871,dkms-865,dkms-871,132.388039,495.029615
dkms-865->dkms-874,dkms-865,dkms-874,185.343255,353.592582
dkms-868->dkms-850,dkms-868,dkms-850,185.343255,353.592582
dkms-868->dkms-853,dkms-868,dkms-853,79.432823,825.049358
dkms-868->dkms-856,dkms-868,dkms-856,79.432823,825.049358
dkms-868->dkms-859,dkms-868,dkms-859,185.343255,353.592582
dkms-868->dkms-862,dkms-868,dkms-862,132.388039,495.029615
dkms-868->dkms-865,dkms-868,dkms-865,132.388039,495.029615
dkms-868->dkms-871,dkms-868,dkms-871,397.164117,165.009872
dkms-868->dkms-874,dkms-868,dkms-874,397.164117,165.009872
dkms-871->dkms-850,dkms-871,dkms-850,79.432823,825.049358
dkms-871->dkms-853,dkms-871,dkms-853,185.343255,353.592582
dkms-871->dkms-856,dkms-871,dkms-856,79.432823,825.049358
dkms-871->dkms-859,dkms-871,dkms-859,132.388039,495.029615
dkms-871->dkms-862,dkms-871,dkms-862,185.343255,353.592582
dkms-871->dkms-865,dkms-871,dkms-865,132.388039,495.029615
dkms-871->dkms-868,dkms-871,dkms-868,397.164117,165.009872
dkms-871->dkms-874,dkms-871,dkms-874,397.164117,165.009872
dkms-874->dkms-850,dkms-874,dkms-850,79.432823,825.049358
dkms-874->dkms-853,dkms-874,dkms-853,79.432823,825.049358
dkms-874->dkms-856,dkms-874,dkms-856,185.343255,353.592582
dkms-874->dkms-859,dkms-874,dkms-859,132.388039,495.029615
dkms-874->dkms-862,dkms-874,dkms-862,132.388039,495.029615
dkms-874->dkms-865,dkms-874,dkms-865,185.343255,353.592582
dkms-874->dkms-868,dkms-874,dkms-868,397.164117,165.009872
dkms-874->dkms-871,dkms-874,dkms-871,397.164117,165.009872
