t_log_iso,t_seconds,src,peer,commodity_id,enc,dec,ack_pending,emit_total,observed_keys_per_s,sdn_rate_keys_per_s,fill_ratio
2026-05-19T07:03:25.748705,0.055021,dkms-1082,dkms-1085,dkms-1082->dkms-1085,0,0,0,0,0.0,30.6,0.000000
2026-05-19T07:03:30.748335,5.054651,dkms-1082,dkms-1085,dkms-1082->dkms-1085,108,0,0,108,21.6,30.6,0.001648
2026-05-19T07:03:35.748213,10.054529,dkms-1082,dkms-1085,dkms-1082->dkms-1085,260,264,3,260,30.4,30.6,0.003967
2026-05-19T07:03:40.748430,15.054746,dkms-1082,dkms-1085,dkms-1082->dkms-1085,414,416,0,414,30.8,30.6,0.006317
2026-05-19T07:03:45.748330,20.054646,dkms-1082,dkms-1085,dkms-1082->dkms-1085,566,570,3,566,30.4,30.6,0.008636
2026-05-19T07:03:50.748445,25.054761,dkms-1082,dkms-1085,dkms-1082->dkms-1085,721,722,0,721,31.0,30.6,0.011002
2026-05-19T07:03:55.748577,30.054893,dkms-1082,dkms-1085,dkms-1082->dkms-1085,873,877,3,873,30.4,30.6,0.013321
2026-05-19T07:04:00.748085,35.054401,dkms-1082,dkms-1085,dkms-1082->dkms-1085,1028,1029,0,1028,31.0,30.6,0.015686
2026-05-19T07:04:05.748115,40.054431,dkms-1082,dkms-1085,dkms-1082->dkms-1085,1180,1184,3,1180,30.4,31.2,0.018005
2026-05-19T07:04:10.748639,45.054955,dkms-1082,dkms-1085,dkms-1082->dkms-1085,1337,1338,0,1337,31.4,31.1,0.020401
2026-05-19T07:04:15.748164,50.054480,dkms-1082,dkms-1085,dkms-1082->dkms-1085,1492,1496,3,1492,31.0,31.2,0.022766
2026-05-19T07:04:20.748712,55.055028,dkms-1082,dkms-1085,dkms-1082->dkms-1085,1650,1651,0,1650,31.6,31.2,0.025177
2026-05-19T07:04:25.748013,60.054329,dkms-1082,dkms-1085,dkms-1082->dkms-1085,1804,1809,3,1804,30.8,31.2,0.027527
2026-05-19T07:04:30.748105,65.054421,dkms-1082,dkms-1085,dkms-1082->dkms-1085,1962,1963,0,1962,31.6,31.2,0.029938
2026-05-19T07:04:35.748072,70.054388,dkms-1082,dkms-1085,dkms-1082->dkms-1085,2118,2122,3,2118,31.2,31.7,0.032318
2026-05-19T07:04:40.748155,75.054471,dkms-1082,dkms-1085,dkms-1082->dkms-1085,2278,2279,0,2278,32.0,31.9,0.034760
2026-05-19T07:04:45.748011,80.054327,dkms-1082,dkms-1085,dkms-1082->dkms-1085,2439,2443,0,2439,32.2,33.4,0.037216
