t_log_iso,t_seconds,src,peer,commodity_id,enc,dec,ack_pending,emit_total,observed_keys_per_s,sdn_rate_keys_per_s,fill_ratio
2026-05-19T07:18:02.530687,0.000000,dkms-1143,dkms-1146,dkms-1143->dkms-1146,0,0,0,0,0.0,0.0,0.000000
2026-05-19T07:18:07.530417,4.999730,dkms-1143,dkms-1146,dkms-1143->dkms-1146,0,0,0,0,0.0,0.0,0.000000
2026-05-19T07:18:12.530309,9.999622,dkms-1143,dkms-1146,dkms-1143->dkms-1146,0,0,0,0,0.0,0.0,0.000000
2026-05-19T07:18:17.530830,15.000143,dkms-1143,dkms-1146,dkms-1143->dkms-1146,0,0,0,0,0.0,0.0,0.000000
2026-05-19T07:18:22.530304,19.999617,dkms-1143,dkms-1146,dkms-1143->dkms-1146,0,0,0,0,0.0,0.0,0.000000
2026-05-19T07:18:27.530611,24.999924,dkms-1143,dkms-1146,dkms-1143->dkms-1146,0,0,0,0,0.0,0.0,0.000000
2026-05-19T07:18:32.530698,30.000011,dkms-1143,dkms-1146,dkms-1143->dkms-1146,0,0,0,0,0.0,0.0,0.000000
2026-05-19T07:18:37.530690,35.000003,dkms-1143,dkms-1146,dkms-1143->dkms-1146,0,0,0,0,0.0,165.5,0.000000
2026-05-19T07:18:42.530386,39.999699,dkms-1143,dkms-1146,dkms-1143->dkms-1146,0,0,0,0,0.0,165.5,0.000000
2026-05-19T07:18:47.530217,44.999530,dkms-1143,dkms-1146,dkms-1143->dkms-1146,318,319,0,318,63.6,165.5,0.004852
2026-05-19T07:18:52.530140,49.999453,dkms-1143,dkms-1146,dkms-1143->dkms-1146,1137,1155,17,1137,163.8,165.5,0.017349
2026-05-19T07:18:57.530626,54.999939,dkms-1143,dkms-1146,dkms-1143->dkms-1146,1973,1975,0,1973,167.2,165.5,0.030106
2026-05-19T07:19:02.530303,59.999616,dkms-1143,dkms-1146,dkms-1143->dkms-1146,2942,2950,20,2942,193.8,200.0,0.044891
2026-05-19T07:19:07.530044,64.999357,dkms-1143,dkms-1146,dkms-1143->dkms-1146,3953,3941,0,3953,202.2,200.0,0.060318
2026-05-19T07:19:12.530124,69.999437,dkms-1143,dkms-1146,dkms-1143->dkms-1146,4943,4952,20,4943,198.0,200.0,0.075424
2026-05-19T07:19:17.530144,74.999457,dkms-1143,dkms-1146,dkms-1143->dkms-1146,5954,5942,0,5954,202.2,200.0,0.090851
2026-05-19T07:19:22.529930,79.999243,dkms-1143,dkms-1146,dkms-1143->dkms-1146,6895,6915,7,6895,188.2,165.5,0.105209
2026-05-19T07:19:27.530441,84.999754,dkms-1143,dkms-1146,dkms-1143->dkms-1146,7731,7734,0,7731,167.2,165.5,0.117966
2026-05-19T07:19:32.529926,89.999239,dkms-1143,dkms-1146,dkms-1143->dkms-1146,8551,8570,0,8551,164.0,165.5,0.130478
2026-05-19T07:19:37.530681,94.999994,dkms-1143,dkms-1146,dkms-1143->dkms-1146,9370,9389,17,9370,163.8,165.5,0.142975
2026-05-19T07:19:42.530637,99.999950,dkms-1143,dkms-1146,dkms-1143->dkms-1146,10207,10225,0,10207,167.4,165.5,0.155746
2026-05-19T07:19:47.530172,104.999485,dkms-1143,dkms-1146,dkms-1143->dkms-1146,11027,11044,16,11027,164.0,165.5,0.168259
2026-05-19T07:19:52.530360,109.999673,dkms-1143,dkms-1146,dkms-1143->dkms-1146,11863,11881,0,11863,167.2,165.5,0.181015
2026-05-19T07:19:57.530599,114.999912,dkms-1143,dkms-1146,dkms-1143->dkms-1146,12683,12701,17,12683,164.0,165.5,0.193527
2026-05-19T07:20:02.530749,120.000062,dkms-1143,dkms-1146,dkms-1143->dkms-1146,13520,13537,0,13520,167.4,165.5,0.206299
2026-05-19T07:20:07.530007,124.999320,dkms-1143,dkms-1146,dkms-1143->dkms-1146,14339,14356,17,14339,163.8,165.5,0.218796
2026-05-19T07:20:12.530109,129.999422,dkms-1143,dkms-1146,dkms-1143->dkms-1146,15174,15190,0,15174,167.0,162.2,0.231537
