architecture,test_id,sae_id,slave_sae_id,request_index,emitted_at_epoch,responded_at_epoch,elapsed_seconds,n_keys_requested,n_keys_received,status_code,success,error
dkms_complete_buffers_tc,ramp-sim58-20260519T062036-75ce0b,lt-6-75ce0b-20260519T062047Z-00001,lt-6-75ce0b-20260519T062047Z-00000,1,1779171678.633851,1779171678.808108,0.174257,4,4,200,true,
dkms_complete_buffers_tc,ramp-sim58-20260519T062036-75ce0b,lt-6-75ce0b-20260519T062047Z-00000,lt-6-75ce0b-20260519T062047Z-00001,2,1779171678.730022,1779171678.818040,0.088017,5,5,200,true,
dkms_complete_buffers_tc,ramp-sim58-20260519T062036-75ce0b,lt-6-75ce0b-20260519T062047Z-00002,lt-6-75ce0b-20260519T062047Z-00001,3,1779171678.949538,1779171679.067950,0.118412,5,5,200,true,
dkms_complete_buffers_tc,ramp-sim58-20260519T062036-75ce0b,lt-6-75ce0b-20260519T062047Z-00001,lt-6-75ce0b-20260519T062047Z-00000,4,1779171679.138120,1779171679.146123,0.008003,3,3,200,true,
dkms_complete_buffers_tc,ramp-sim58-20260519T062036-75ce0b,lt-6-75ce0b-20260519T062047Z-00002,lt-6-75ce0b-20260519T062047Z-00001,5,1779171679.267799,1779171679.288462,0.020662,4,4,200,true,
dkms_complete_buffers_tc,ramp-sim58-20260519T062036-75ce0b,lt-6-75ce0b-20260519T062047Z-00003,lt-6-75ce0b-20260519T062047Z-00001,6,1779171679.275008,1779171679.387633,0.112625,6,6,200,true,
dkms_complete_buffers_tc,ramp-sim58-20260519T062036-75ce0b,lt-6-75ce0b-20260519T062047Z-00003,lt-6-75ce0b-20260519T062047Z-00002,7,1779171679.425745,1779171679.477870,0.052124,4,4,200,true,
dkms_complete_buffers_tc,ramp-sim58-20260519T062036-75ce0b,lt-6-75ce0b-20260519T062047Z-00002,lt-6-75ce0b-20260519T062047Z-00000,8,1779171679.541243,1779171679.597991,0.056749,5,5,200,true,
dkms_complete_buffers_tc,ramp-sim58-20260519T062036-75ce0b,lt-6-75ce0b-20260519T062047Z-00004,lt-6-75ce0b-20260519T062047Z-00003,9,1779171679.581473,1779171679.656455,0.074982,4,4,200,true,
dkms_complete_buffers_tc,ramp-sim58-20260519T062036-75ce0b,lt-6-75ce0b-20260519T062047Z-00001,lt-6-75ce0b-20260519T062047Z-00002,10,1779171679.663594,1779171679.728041,0.064447,3,3,200,true,
dkms_complete_buffers_tc,ramp-sim58-20260519T062036-75ce0b,lt-6-75ce0b-20260519T062047Z-00003,lt-6-75ce0b-20260519T062047Z-00001,11,1779171679.763148,1779171679.772125,0.008977,3,3,200,true,
dkms_complete_buffers_tc,ramp-sim58-20260519T062036-75ce0b,lt-6-75ce0b-20260519T062047Z-00002,lt-6-75ce0b-20260519T062047Z-00004,12,1779171680.774901,1779171680.838044,0.063143,6,6,200,true,
dkms_complete_buffers_tc,ramp-sim58-20260519T062036-75ce0b,lt-6-75ce0b-20260519T062047Z-00004,lt-6-75ce0b-20260519T062047Z-00001,13,1779171683.066199,1779171683.128050,0.061851,4,4,200,true,
dkms_complete_buffers_tc,ramp-sim58-20260519T062036-75ce0b,lt-6-75ce0b-20260519T062047Z-00001,lt-6-75ce0b-20260519T062047Z-00004,14,1779171683.699802,1779171683.758056,0.058254,3,3,200,true,
dkms_complete_buffers_tc,ramp-sim58-20260519T062036-75ce0b,lt-6-75ce0b-20260519T062047Z-00002,lt-6-75ce0b-20260519T062047Z-00003,15,1779171684.070599,1779171684.128011,0.057412,5,5,200,true,
dkms_complete_buffers_tc,ramp-sim58-20260519T062036-75ce0b,lt-6-75ce0b-20260519T062047Z-00002,lt-6-75ce0b-20260519T062047Z-00003,16,1779171684.618403,1779171684.627795,0.009392,5,5,200,true,
dkms_complete_buffers_tc,ramp-sim58-20260519T062036-75ce0b,lt-6-75ce0b-20260519T062047Z-00001,lt-6-75ce0b-20260519T062047Z-00000,17,1779171684.818615,1779171684.829073,0.010457,3,3,200,true,
dkms_complete_buffers_tc,ramp-sim58-20260519T062036-75ce0b,lt-6-75ce0b-20260519T062047Z-00000,lt-6-75ce0b-20260519T062047Z-00004,18,1779171685.799332,1779171685.868057,0.068725,3,3,200,true,
