src,peer,commodity_id,samples,max_enc,enc_at_sat,t_first_emit,t_saturated,t_observed_seconds,t_theoretical_seconds,ratio,saturated,theory_rate_keys_per_s,last_sdn_rate_keys_per_s,last_observed_keys_per_s
dkms-1001,dkms-1004,dkms-1001->dkms-1004,122,62389,62389,2026-05-19T06:10:38.891064,2026-05-19T06:19:58.890993,559.999929,266.09430822968284,2.1045167509431604,True,246.28862013625536,0.0,0.0
dkms-1001,dkms-1007,dkms-1001->dkms-1007,122,62681,62469,2026-05-19T06:10:28.892116,2026-05-19T06:15:53.891137,324.999021,139.43761185613926,2.330784475391822,True,470.0023123432068,0.0,0.0
dkms-1001,dkms-1010,dkms-1001->dkms-1010,122,18726,,2026-05-19T06:10:28.892124,,,4537.771468303839,,False,14.442331540441483,42.8,39.4
dkms-1001,dkms-1013,dkms-1001->dkms-1013,122,27843,,2026-05-19T06:10:28.892130,,,1166.3598174985502,,False,56.18849262190178,55.0,48.0
dkms-1001,dkms-1016,dkms-1001->dkms-1016,122,33995,,2026-05-19T06:10:28.892136,,,854.93450007216,,False,76.65616488101544,50.3,52.8
dkms-1001,dkms-1019,dkms-1001->dkms-1019,122,13333,,2026-05-19T06:10:28.892142,,,2532.7096567277245,,False,25.875844009957657,23.1,23.0
dkms-1001,dkms-1022,dkms-1001->dkms-1022,122,27951,,2026-05-19T06:10:28.892148,,,874.6597964814289,,False,74.92741779562459,55.0,57.8
dkms-1001,dkms-1025,dkms-1001->dkms-1025,122,13327,,2026-05-19T06:10:28.892154,,,2532.7096567277245,,False,25.875844009957657,23.1,30.6
dkms-1001,dkms-968,dkms-1001->dkms-968,122,29712,,2026-05-19T06:10:28.892160,,,874.6597964814289,,False,74.92741779562459,63.0,61.2
dkms-1001,dkms-971,dkms-1001->dkms-971,122,18473,,2026-05-19T06:10:28.892165,,,335.46649921849956,,False,195.35780816466686,40.0,46.0
dkms-1001,dkms-974,dkms-1001->dkms-974,122,62693,62461,2026-05-19T06:10:28.892390,2026-05-19T06:17:08.891090,399.9987,119.7619806932937,3.339947266105951,True,547.2187385396993,0.0,0.0
dkms-1001,dkms-977,dkms-1001->dkms-977,122,35255,,2026-05-19T06:10:28.892398,,,728.7657730633629,,False,89.92738465820065,61.9,56.2
dkms-1001,dkms-980,dkms-1001->dkms-980,122,18781,,2026-05-19T06:10:28.892404,,,4537.771468303839,,False,14.442331540441483,42.8,39.2
dkms-1001,dkms-983,dkms-1001->dkms-983,122,26146,,2026-05-19T06:10:28.892410,,,1166.3598174985502,,False,56.18849262190178,55.0,14.4
dkms-1001,dkms-986,dkms-1001->dkms-986,122,38723,,2026-05-19T06:10:28.892416,,,266.09430822968284,,False,246.28862013625536,71.9,89.6
dkms-1001,dkms-989,dkms-1001->dkms-989,122,15850,,2026-05-19T06:10:28.892422,,,4537.771468303839,,False,14.442331540441483,31.6,36.0
dkms-1001,dkms-992,dkms-1001->dkms-992,122,36864,,2026-05-19T06:10:28.892427,,,292.20489201628226,,False,224.28098156668847,62.1,34.0
dkms-1001,dkms-995,dkms-1001->dkms-995,122,15802,,2026-05-19T06:10:28.892434,,,4537.771468303839,,False,14.442331540441483,31.6,13.4
