src,peer,commodity_id,samples,max_enc,enc_at_sat,t_first_emit,t_saturated,t_observed_seconds,t_theoretical_seconds,ratio,saturated,theory_rate_keys_per_s,last_sdn_rate_keys_per_s,last_observed_keys_per_s
dkms-825,dkms-828,dkms-825->dkms-828,121,62301,62301,2026-05-19T00:36:30.552753,2026-05-19T00:42:20.552470,349.999717,225.0134612382069,1.5554612380700121,True,291.2536860655699,0.0,0.0
dkms-825,dkms-831,dkms-825->dkms-831,121,62375,62375,2026-05-19T00:36:30.552775,2026-05-19T00:42:20.552505,349.99973,412.52467893671275,0.848433434096909,True,158.86564694485628,0.0,0.0
dkms-825,dkms-834,dkms-825->dkms-834,121,62356,62356,2026-05-19T00:36:20.552299,2026-05-19T00:42:00.552803,340.000504,101.02645198450107,3.3654602069184913,True,648.7013916914966,0.0,0.0
dkms-825,dkms-837,dkms-825->dkms-837,121,27388,,2026-05-19T00:36:30.552784,,,1320.0789725974807,,False,49.645514670267595,39.7,39.2
dkms-825,dkms-840,dkms-825->dkms-840,121,31848,,2026-05-19T00:36:30.552789,,,1320.0789725974807,,False,49.645514670267595,59.6,59.0
dkms-825,dkms-843,dkms-825->dkms-843,121,31882,,2026-05-19T00:36:30.552793,,,1320.0789725974807,,False,49.645514670267595,59.6,59.0
dkms-825,dkms-846,dkms-825->dkms-846,121,31922,,2026-05-19T00:36:30.552797,,,1320.0789725974807,,False,49.645514670267595,59.6,59.6
dkms-828,dkms-825,dkms-828->dkms-825,121,62407,62407,2026-05-19T00:36:30.347445,2026-05-19T00:42:20.348098,350.000653,225.0134612382069,1.5554653978211437,True,291.2536860655699,0.0,0.0
dkms-828,dkms-831,dkms-828->dkms-831,121,63411,63411,2026-05-19T00:36:30.347474,2026-05-19T00:42:20.348123,350.000649,412.52467893671275,0.8484356618424159,True,158.86564694485628,0.0,0.0
dkms-828,dkms-834,dkms-828->dkms-834,121,62350,62350,2026-05-19T00:36:15.347925,2026-05-19T00:42:20.348130,365.000205,225.0134612382069,1.622126085219401,True,291.2536860655699,0.0,0.0
dkms-828,dkms-837,dkms-828->dkms-837,121,27396,,2026-05-19T00:36:30.347486,,,1320.0789725974807,,False,49.645514670267595,39.7,39.2
dkms-828,dkms-840,dkms-828->dkms-840,121,31830,,2026-05-19T00:36:30.347491,,,1320.0789725974807,,False,49.645514670267595,59.6,59.0
dkms-828,dkms-843,dkms-828->dkms-843,121,31863,,2026-05-19T00:36:30.347497,,,1320.0789725974807,,False,49.645514670267595,59.6,59.0
dkms-828,dkms-846,dkms-828->dkms-846,121,31902,,2026-05-19T00:36:30.347502,,,1320.0789725974807,,False,49.645514670267595,59.6,60.2
dkms-831,dkms-825,dkms-831->dkms-825,121,62382,62382,2026-05-19T00:36:20.546160,2026-05-19T00:42:20.545767,359.999607,412.52467893671275,0.8726741098930209,True,158.86564694485628,0.0,0.0
dkms-831,dkms-828,dkms-831->dkms-828,121,62373,62373,2026-05-19T00:36:20.546173,2026-05-19T00:42:20.545791,359.999618,412.52467893671275,0.8726741365580922,True,158.86564694485628,0.0,0.0
dkms-831,dkms-834,dkms-831->dkms-834,121,62403,62403,2026-05-19T00:36:30.546062,2026-05-19T00:42:20.545796,349.999734,126.93067044206542,2.757408692328221,True,516.3133525707831,0.0,0.0
dkms-831,dkms-837,dkms-831->dkms-837,121,22857,,2026-05-19T00:36:25.546298,,,1320.0789725974807,,False,49.645514670267595,19.9,20.0
