t_log_iso,t_seconds,src,peer,commodity_id,enc,dec,ack_pending,emit_total,observed_keys_per_s,sdn_rate_keys_per_s,fill_ratio
2026-05-19T00:36:15.552383,0.204479,dkms-825,dkms-828,dkms-825->dkms-828,0,0,0,0,0.0,165.5,0.000000
2026-05-19T00:36:20.552272,5.204368,dkms-825,dkms-828,dkms-825->dkms-828,0,0,0,0,0.0,165.5,0.000000
2026-05-19T00:36:25.552151,10.204247,dkms-825,dkms-828,dkms-825->dkms-828,0,0,0,0,0.0,165.5,0.000000
2026-05-19T00:36:30.552753,15.204849,dkms-825,dkms-828,dkms-825->dkms-828,551,569,0,551,110.2,165.5,0.008408
2026-05-19T00:36:35.552428,20.204524,dkms-825,dkms-828,dkms-825->dkms-828,1387,1405,0,1387,167.2,165.5,0.021164
2026-05-19T00:36:40.552866,25.204962,dkms-825,dkms-828,dkms-825->dkms-828,2207,2224,0,2207,164.0,165.5,0.033676
2026-05-19T00:36:45.552724,30.204820,dkms-825,dkms-828,dkms-825->dkms-828,3043,3060,0,3043,167.2,165.5,0.046432
2026-05-19T00:36:50.552333,35.204429,dkms-825,dkms-828,dkms-825->dkms-828,3863,3880,0,3863,164.0,165.5,0.058945
2026-05-19T00:36:55.552687,40.204783,dkms-825,dkms-828,dkms-825->dkms-828,4929,4962,0,4929,213.2,244.1,0.075211
2026-05-19T00:37:00.552423,45.204519,dkms-825,dkms-828,dkms-825->dkms-828,6634,6666,0,6634,341.0,413.7,0.101227
2026-05-19T00:37:05.552839,50.204935,dkms-825,dkms-828,dkms-825->dkms-828,7415,7400,0,7415,156.2,165.5,0.113144
2026-05-19T00:37:10.552782,55.204878,dkms-825,dkms-828,dkms-825->dkms-828,8234,8219,0,8234,163.8,165.5,0.125641
2026-05-19T00:37:15.552879,60.204975,dkms-825,dkms-828,dkms-825->dkms-828,9071,9055,0,9071,167.4,165.5,0.138412
2026-05-19T00:37:20.552714,65.204810,dkms-825,dkms-828,dkms-825->dkms-828,9890,9875,0,9890,163.8,165.5,0.150909
2026-05-19T00:37:25.552499,70.204595,dkms-825,dkms-828,dkms-825->dkms-828,10726,10711,0,10726,167.2,165.5,0.163666
2026-05-19T00:37:30.553080,75.205176,dkms-825,dkms-828,dkms-825->dkms-828,11545,11530,0,11545,163.8,165.5,0.176163
2026-05-19T00:37:35.552298,80.204394,dkms-825,dkms-828,dkms-825->dkms-828,12372,12360,9,12372,165.4,165.5,0.188782
2026-05-19T00:37:40.552362,85.204458,dkms-825,dkms-828,dkms-825->dkms-828,13201,13186,0,13201,165.8,165.5,0.201431
2026-05-19T00:37:45.552170,90.204266,dkms-825,dkms-828,dkms-825->dkms-828,14021,14005,14,14021,164.0,165.5,0.213943
2026-05-19T00:37:50.552201,95.204297,dkms-825,dkms-828,dkms-825->dkms-828,14856,14842,0,14856,167.0,165.5,0.226685
2026-05-19T00:37:55.552193,100.204289,dkms-825,dkms-828,dkms-825->dkms-828,15676,15677,2,15676,164.0,165.5,0.239197
2026-05-19T00:38:00.552580,105.204676,dkms-825,dkms-828,dkms-825->dkms-828,16533,16526,0,16533,171.4,191.2,0.252274
2026-05-19T00:38:05.552149,110.204245,dkms-825,dkms-828,dkms-825->dkms-828,17487,17478,0,17487,190.8,195.6,0.266830
2026-05-19T00:38:10.552395,115.204491,dkms-825,dkms-828,dkms-825->dkms-828,18494,18476,0,18494,201.4,207.0,0.282196
2026-05-19T00:38:15.552230,120.204326,dkms-825,dkms-828,dkms-825->dkms-828,19722,19715,0,19722,245.6,348.5,0.300934
2026-05-19T00:38:20.552471,125.204567,dkms-825,dkms-828,dkms-825->dkms-828,20733,20695,0,20733,202.2,193.9,0.316360
2026-05-19T00:38:25.552264,130.204360,dkms-825,dkms-828,dkms-825->dkms-828,21694,21655,0,21694,192.2,193.9,0.331024
2026-05-19T00:38:30.552796,135.204892,dkms-825,dkms-828,dkms-825->dkms-828,22663,22624,0,22663,193.8,192.6,0.345810
2026-05-19T00:38:35.553122,140.205218,dkms-825,dkms-828,dkms-825->dkms-828,23549,23503,0,23549,177.2,183.7,0.359329
2026-05-19T00:38:40.553112,145.205208,dkms-825,dkms-828,dkms-825->dkms-828,24477,24432,0,24477,185.6,183.7,0.373489
2026-05-19T00:38:45.552506,150.204602,dkms-825,dkms-828,dkms-825->dkms-828,25386,25341,0,25386,181.8,183.7,0.387360
2026-05-19T00:38:50.552844,155.204940,dkms-825,dkms-828,dkms-825->dkms-828,26314,26269,0,26314,185.6,183.7,0.401520
2026-05-19T00:38:55.553110,160.205206,dkms-825,dkms-828,dkms-825->dkms-828,27174,27126,0,27174,172.0,165.5,0.414642
2026-05-19T00:39:00.552635,165.204731,dkms-825,dkms-828,dkms-825->dkms-828,28011,27962,0,28011,167.4,165.5,0.427414
2026-05-19T00:39:05.552885,170.204981,dkms-825,dkms-828,dkms-825->dkms-828,28830,28781,0,28830,163.8,165.5,0.439911
2026-05-19T00:39:10.552295,175.204391,dkms-825,dkms-828,dkms-825->dkms-828,29666,29617,0,29666,167.2,165.5,0.452667
2026-05-19T00:39:15.552471,180.204567,dkms-825,dkms-828,dkms-825->dkms-828,30506,30463,0,30506,168.0,194.6,0.465485
2026-05-19T00:39:20.552567,185.204663,dkms-825,dkms-828,dkms-825->dkms-828,31481,31447,0,31481,195.0,194.6,0.480362
2026-05-19T00:39:25.552405,190.204501,dkms-825,dkms-828,dkms-825->dkms-828,32464,32411,0,32464,196.6,194.6,0.495361
2026-05-19T00:39:30.553126,195.205222,dkms-825,dkms-828,dkms-825->dkms-828,33566,33412,0,33566,220.4,165.5,0.512177
2026-05-19T00:39:35.552204,200.204300,dkms-825,dkms-828,dkms-825->dkms-828,34389,34232,13,34389,164.6,165.5,0.524734
2026-05-19T00:39:40.552176,205.204272,dkms-825,dkms-828,dkms-825->dkms-828,35222,35068,0,35222,166.6,165.5,0.537445
2026-05-19T00:39:45.552216,210.204312,dkms-825,dkms-828,dkms-825->dkms-828,36041,35888,0,36041,163.8,165.5,0.549942
2026-05-19T00:39:50.552196,215.204292,dkms-825,dkms-828,dkms-825->dkms-828,36877,36724,0,36877,167.2,165.5,0.562698
2026-05-19T00:39:55.552995,220.205091,dkms-825,dkms-828,dkms-825->dkms-828,37697,37544,0,37697,164.0,165.5,0.575211
2026-05-19T00:40:00.552762,225.204858,dkms-825,dkms-828,dkms-825->dkms-828,38533,38363,0,38533,167.2,165.5,0.587967
2026-05-19T00:40:05.553183,230.205279,dkms-825,dkms-828,dkms-825->dkms-828,39353,39199,0,39353,164.0,165.5,0.600479
2026-05-19T00:40:10.552536,235.204632,dkms-825,dkms-828,dkms-825->dkms-828,40189,40019,0,40189,167.2,165.5,0.613235
2026-05-19T00:40:15.552521,240.204617,dkms-825,dkms-828,dkms-825->dkms-828,41008,40855,0,41008,163.8,165.5,0.625732
2026-05-19T00:40:20.552731,245.204827,dkms-825,dkms-828,dkms-825->dkms-828,41844,41675,0,41844,167.2,165.5,0.638489
2026-05-19T00:40:25.552701,250.204797,dkms-825,dkms-828,dkms-825->dkms-828,42679,42534,0,42679,167.0,191.2,0.651230
2026-05-19T00:40:30.552508,255.204604,dkms-825,dkms-828,dkms-825->dkms-828,43645,43481,0,43645,193.2,191.2,0.665970
2026-05-19T00:40:35.552797,260.204893,dkms-825,dkms-828,dkms-825->dkms-828,44591,44447,0,44591,189.2,191.2,0.680405
2026-05-19T00:40:40.552565,265.204661,dkms-825,dkms-828,dkms-825->dkms-828,45557,45394,0,45557,193.2,191.2,0.695145
2026-05-19T00:40:45.553019,270.205115,dkms-825,dkms-828,dkms-825->dkms-828,46303,46441,0,46303,149.2,165.5,0.706528
2026-05-19T00:40:50.552193,275.204289,dkms-825,dkms-828,dkms-825->dkms-828,47139,47261,0,47139,167.2,165.5,0.719284
2026-05-19T00:40:55.552760,280.204856,dkms-825,dkms-828,dkms-825->dkms-828,47959,48097,0,47959,164.0,165.5,0.731796
2026-05-19T00:41:00.552176,285.204272,dkms-825,dkms-828,dkms-825->dkms-828,48795,48916,0,48795,167.2,165.5,0.744553
2026-05-19T00:41:05.552768,290.204864,dkms-825,dkms-828,dkms-825->dkms-828,49614,49753,0,49614,163.8,165.5,0.757050
2026-05-19T00:41:10.552284,295.204380,dkms-825,dkms-828,dkms-825->dkms-828,50450,50573,0,50450,167.2,165.5,0.769806
2026-05-19T00:41:15.552182,300.204278,dkms-825,dkms-828,dkms-825->dkms-828,51270,51408,0,51270,164.0,165.5,0.782318
2026-05-19T00:41:20.552244,305.204340,dkms-825,dkms-828,dkms-825->dkms-828,52090,52228,5,52090,164.0,165.5,0.794830
